question_id,tag_id,tag_name
01536ef1786d400c94e6e2a8440d6dbf,"[13909, 5648]","['any', 'professional']"
01556fb7ca424fb1b646fc4c2448faba,"[89, 27422, 27495, 20297, 25608, 15342, 29942]","['medicine', 'medical', 'medical-education', 'emergency-medicine', 'family-medicine', 'doctors-assistant', 'medical-practice']"
01576b2e3102418388d3bd02c200ca4c,"[129, 53, 2300, 18167, 18128]","['career', 'science', 'english', 'writing', 'undecided']"
0158d2555c914a46b90a1720752f1abc,[38808],['homeland']
01591793ad8b4c16a34310728a201135,"[8660, 18542, 24277, 25817, 12255, 29870]","['hair-stylist', 'beauty-industry', 'hairdressers', 'hair-care', 'beautician', 'hairdresser']"
01640192287a481d9b2991a1e3eb2b8a,[27490],['college']
016755d899f347aebfcadc9e3e82778a,[35062],['surviving-others']
016925d357484fbdaaafd81c8fb188a6,"[19334, 19435, 18212]","['video-games', 'games', 'developers']"
016aa8c09bfb46ec9e61c6dbeae78a19,"[18547, 18728, 22773, 31493, 33270, 31367]","['education', 'foreign-languages', 'music-education', 'dualmajor', 'spanish-education', 'spanishmajor']"
016e2132c7484b61828723a1d9848bf4,"[20227, 18044, 21109, 113, 21630, 4335, 21608, 27505]","['college-major', 'graduate-school', 'graduate', 'experience', 'college-jobs', 'first-job', 'graduate-recruitment', 'career-goals']"
01736c7febe343f7814e9bcd0e72ee54,"[53, 18033, 25259, 27328, 29343, 29344]","['science', 'animals', 'zoology', 'zoologist', 'animalscience', 'vets']"
01749e367ba444bbaeb90f15fc7d9e9a,"[27490, 11774, 12065, 32924]","['college', 'womens-studies', 'gender-studies', 'womenandgenderstudies']"
0175f9778eb74b10b873a11ed987bb91,"[27490, 89, 18216]","['college', 'medicine', 'school']"
01767d26ab69400c8251dc119278611a,[1552],['cosmetology']
0176d197cc3540b591d08d5388c97742,[18217],['doctor']
0177a8cc71984d71bfa21b99a3cc722c,"[27490, 129, 18443, 27330, 995, 22935, 18886, 29041]","['college', 'career', 'career-path', 'high-school', 'college-advice', 'graduation', 'career-planning', 'after-graduation']"
01793dccb59d4bf2a270d65a55febf29,"[27490, 18351, 18112, 27293, 13856]","['college', 'finance', 'scholarships', 'financial-aid', 'applications']"
01823e920865463abff3ad98c5531688,"[18360, 22683, 940, 18800]","['psychology', 'counselor', 'counseling', 'counselling']"
01916f700ff642eb8878aebe20685da3,"[18257, 18631]","['fashion', 'modeling']"
01990aee4e404caa8d547973be307bb7,[30911],['moviesproduction']
019b7ac6e6e94540bca4b1a9ca3fd6a5,"[18031, 27289]","['pediatrician', 'pediatric-nursing']"
019c4efce52d4b37a02f6e5b8c6c5f87,"[27490, 54, 129, 55, 5648, 416]","['college', 'engineering', 'career', 'engineer', 'professional', 'civil-engineering']"
01a6a505753b4129beadaaa6ab91e993,"[27311, 30455]","['internships', 'resume-building']"
01a7dd10813e49a68a4135ac13e75b61,"[18344, 634, 18039, 18432, 18524, 32251, 15394, 29122]","['social-media', 'nonprofits', 'non-profit', 'social-media-marketing', 'digital-marketing', 'nonprofitdigitalmedia', 'non-profit-management', 'non-profit-organization-management']"
01a9caf54e1249fe9aeaadd27484822f,"[995, 28973]","['college-advice', 'highschool']"
01aacae686f64765badb817f37d0d7d7,"[27292, 18145, 22951, 24399, 19712]","['business', 'management', 'business-management', 'agriculture', 'environmental-services']"
01ad8907026443aeb64db00bb6a884a3,[13909],['any']
01add4379df24930858ace246cdfaca8,"[452, 1060, 26158, 26107]","['nursing', 'pediatrics', 'alumni', 'csulb']"
01b081579be34a8c8fa704d2d3afb18c,[593],['computer-software']
01b0dc3884774163a7283f572aef8863,"[27, 18001]","['military', 'navy']"
01b203b2f6564c38a204c78544d3ac8a,"[29, 27286, 29629, 28973, 35483, 33446]","['teaching', 'teacher', 'study', 'highschool', 'educationmajor', 'mathteacher']"
01b22f546b87449dbcd749cf1a6e3668,"[25422, 20484]","['occupational-therapy', 'occupational-health']"
01b611e908c74da79a57d9a8229b8037,"[27490, 452, 5074, 18714]","['college', 'nursing', 'registered-nurses', 'time-management']"
01b7129ba2914ba3bc2c782c97d2f600,"[18445, 29687, 29686]","['veterinarian', 'animla', 'helping-animl']"
01b7df7273454b88aec945a9b4c4caed,"[18167, 21730]","['writing', 'creative']"
01b8b4b5b96547fa9e5deb12336bc993,"[27302, 21445]","['neuroscience', 'study-abroad']"
01b9ebe8cf49442ea55e57165927fa37,"[27490, 18714, 995, 11175, 15381]","['college', 'time-management', 'college-advice', 'studying-tips', 'study-habits']"
01bc188e895144989abc59892401dedf,"[89, 18109, 18044, 18462, 29121]","['medicine', 'healthcare', 'graduate-school', 'medical-school', 'hospital-and-health-care']"
01bd681c60d346d88cdca60783c6c874,"[27490, 129, 33678, 31267]","['college', 'career', 'burnout', 'musiced']"
01cb1af85adf4a0a9f5dfbacae65eabc,"[18044, 18338]","['graduate-school', 'chemistry']"
01cb3dda6c9d413eae23f24fc95b2ff1,"[54, 335, 9521, 1065, 4335, 30368, 33214]","['engineering', 'electrical-engineering', 'biomedical-engineering', 'biotechnology', 'first-job', 'biomed', 'engineering-industry']"
01cbf1b013414a6d80e009fef85b3652,"[51, 18176, 23896]","['biology', 'research', 'microbiology']"
01cca379af434a389f4143da36827564,"[18338, 113, 5334, 5072, 18990, 174]","['chemistry', 'experience', 'pharmacy', 'pharmacists', 'pharmaceuticals', 'pharmacist']"
01cf40105a3f47cd8e00130e46419757,"[18326, 2177, 19800]","['journalism', 'broadcast-media', 'broadcast']"
01d42913e4bc4ff0a753a9bca6bb20cb,[19066],['civil']
01e07ca8540c47978d7ab086f373af0b,[29],['teaching']
01e57b939e2e4d018dea0aefee6b5ddb,"[18056, 18124, 18309]","['arts', 'dance', 'dancing']"
01e8ff779a824bbead02015dc79f1b59,"[18146, 27390, 18255, 18013]","['police', 'criminal-justice', 'law-enforcement', 'detective']"
01ea2080547247fcaeb2da78c0daae9f,"[18344, 13153, 23729]","['social-media', 'job-applications', 'qualifying-prospects']"
01ea249f39af441aaec89c95d852cff9,"[27490, 3967, 995]","['college', 'student', 'college-advice']"
01eaeb9230cb4c8eb5c6ce37ab1f8ca7,"[18124, 22770, 23641, 5491, 22716]","['dance', 'dance-education', 'hip-hop-dance', 'jazz-dance', 'tap']"
01ed0135345c428f827316412de9ef2f,[33104],['nodebt']
01ef5ea3fbf049288c79f07f0139ab34,"[21725, 18346, 37593]","['salary', 'anesthesiologist', 'hawaii']"
01f45b8134314bd0b79204901930e9a6,"[27490, 33058]","['college', 'payingforcollege']"
01f50b35c9fb4013b7c7192f70670b35,"[18426, 18313, 27297]","['recruiting', 'entrepreneur', 'professors']"
01f750a396f040fb91eaab845c357a52,"[54, 18351, 21539, 814, 18065]","['engineering', 'finance', 'art', 'mathematics', 'tech']"
01f8fbb6ff5f499cbd263213300b5991,[14708],['geoscientist']
01f9520dd946425b9c4ff82d8f9ca7b3,"[89, 27422, 18335, 29121, 21607]","['medicine', 'medical', 'hospital', 'hospital-and-health-care', 'dentist']"
01fb0f9c3b1a4e32af6538e97b07859a,"[21107, 34448, 35685]","['personal-finance', 'campuslife', 'trafficjam']"
01feb869a07f4937a7337bd3f148eceb,"[18276, 25882, 12493, 11803]","['music', 'musician', 'music-composing', 'composer']"
01ff4240bd2442b298eba3d9b4350d8c,[2177],['broadcast-media']
02036a8ce0994499987fd5f457d6b406,[38741],['jobcorps']
020a244216074405a302e1bd791af945,"[129, 18789]","['career', 'stem']"
02166b27014a4b02af5671e46495ff56,[35325],['expiriance']
0218f4d15eb247ed987f2de327e4c649,"[692, 18981, 866, 20479]","['higher-education', 'film', 'movies', 'cinema']"
02219eaea6244fb98d8d8965823a8215,[20227],['college-major']
02241105d14748d6884face0964ebfc8,[18238],['general']
022692aa88964c03b014c9c00e0381a8,"[27292, 18351, 18211]","['business', 'finance', 'money']"
0227ac7df92842848cc531933b008e3b,"[27490, 129, 20227, 18222, 18977]","['college', 'career', 'college-major', 'government', 'political-science']"
022865a13bc14e64b4548feb41dfc9c2,[2641],['computer-programming']
022dd0357c874474801e0126dd2b410b,"[54, 129]","['engineering', 'career']"
02304531cfc44fc9ab0988422bd721a3,"[27292, 18145]","['business', 'management']"
023b95ef6e3a4f878c4d7bac5e018f7c,"[18338, 25613]","['chemistry', 'medicinal-chemistry']"
023c035dfee74b1ab4f7f0e93dd05869,[18328],['career-paths']
023c8b45a20b4c7e983cccf1899c9ac0,"[27490, 18323, 18322, 32925]","['college', 'college-admissions', 'college-applications', 'anxious']"
0242304336564059a424314388b7dc9b,[27490],['college']
0244584b7fd6416096d96d9dc6e31545,[5074],['registered-nurses']
0249c4ef1090422da735539d446ba62f,[89],['medicine']
024bff1d623044d685bf464d18dfcb42,"[27490, 18211, 27, 27498]","['college', 'money', 'military', 'rotc']"
024c1be38d0e4207addd08e243a80ed1,"[18217, 46]","['doctor', 'lawyer']"
02581e705a884a2eadb2a0a0795f76c8,"[22954, 15178, 33399, 15374]","['parents', 'survival', 'moving-out', 'real-world']"
0263ec137c424d8ca48edc38889a8c80,"[18275, 18136, 21819]","['entertainment', 'media', 'entertainment-industry']"
0266e3ed523949519b2ffe637b055f43,"[19254, 18356, 454, 634, 33444, 27425, 36943]","['human-resources', 'college-majors', 'therapy', 'nonprofits', 'lgbt', 'youth', 'humanrights']"
026b2c9e1ae0459d8aa0c579ecc87687,"[27426, 18719, 20934, 33691, 33690, 33689]","['entrepreneurship', 'small-business', 'online-marketing', 'freshkicks', 'onlinekicks', 'sneakers']"
026b43d1496f457f940a0736e07eb0f6,[11349],['cod']
026f696bec6a42d78b20b1bce9248790,"[21539, 18452, 64, 18015, 27506]","['art', 'design', 'architecture', 'environment', 'industrial-design']"
0270df45c1354eaba662cfce255e15b8,"[454, 1353, 19147, 20304, 18203]","['therapy', 'therapists', 'counseling-psychology', 'mental-health-counseling', 'family-therapy']"
0271a940df07441aac6ea13da95ceb96,[18216],['school']
0271d54719ee4d6d824124f4b0fe94e7,"[333, 18789]","['mechanical-engineering', 'stem']"
02729beecd9e4871be45c9a8284bb892,"[51, 42, 4661, 21810]","['biology', 'veterinary', 'ecology', 'conservation']"
0273da1250624d8f80498be3481556fa,"[27490, 410, 197, 5710, 2277, 15376, 11747, 19704, 23216]","['college', 'university', 'communications', 'professional-development', 'communication-skills', 'professionalism', 'professional-training', 'personal-development', 'email']"
027722cb9e284abda9b3f05dcd3baf0f,[452],['nursing']
0277f9e9a0b541c18e41529a2b75f6fb,"[27490, 21525]","['college', 'student-counseling']"
0278234d42ed445eb681993d88787a5a,"[19161, 15437, 29301, 27007, 33059]","['mental-health', 'healthy-lifestyle', 'mental-health-care', 'advocate', 'mental-health-nursing']"
027973e076fa412e8af77a89c89689f1,[18276],['music']
027ab0d4629a46988ea1776bf54b2be1,"[2175, 11317]","['students', 'it-support']"
027eb836e57449b3b968fcfad5f03b1c,"[18217, 89, 51, 21537]","['doctor', 'medicine', 'biology', 'pre-med']"
027ecc7704c346f598a0b6584e3f3c88,"[18360, 21539, 454]","['psychology', 'art', 'therapy']"
0281ea4572e248e3be4214e6f25687d2,"[18981, 24565]","['film', 'movies-and-cinema']"
02824c5d35264e5089a5a7a0bbb00b44,"[129, 19804]","['career', 'career-development']"
02843032697043828105c567dcc31aad,"[19352, 1672, 18063, 851]","['gaming', 'video-game-design', 'game', 'video']"
0284380052104b3aba7e485541a36915,"[53, 55, 27295, 18073, 18547, 18327, 19262, 60]","['science', 'engineer', 'computer', 'technology', 'education', 'help', 'learning', 'google']"
0285ed4ea0a348f9900f3526775b3648,"[18216, 20312, 18793, 18985]","['school', 'college-minor', 'k-12-education', 'linguistics']"
02887a68a30f432ba893f6480252468e,"[19334, 31097]","['video-games', 'career-details']"
028dcf3059fc4f80941505cbc9d5ca66,"[27286, 2300, 18015]","['teacher', 'english', 'environment']"
029234d36eae49508d8afac9d48ac3a0,"[18360, 24520]","['psychology', 'masters-in-pyschology']"
0295187489c64f5b8bdc1e793c020db0,[19435],['games']
0295dbe0972646c4ad0b9b7f9f0653eb,[19533],['computer-engineering']
029a31912b574573ad39c2ad3852a2ac,"[27490, 18462]","['college', 'medical-school']"
02a0db6a953a4e139e2170715936d5d6,"[17972, 18038, 18122]","['marketing', 'advertising', 'public-relations']"
02a2c041f34c48918dd8500fb7ea1c84,"[27404, 21292]","['resume', 'cover-letters']"
02a2eb8771664ab695e1e084ecd8cb9c,"[27292, 162, 18315, 32289]","['business', 'accounting', 'economics', 'universities']"
02a8a9a67fb4420cad28401d9d1b37a3,"[18217, 84]","['doctor', 'hospitality']"
02ab7e2b8de5474a98d24825bdac66e0,"[27490, 53, 27420, 18111, 30626]","['college', 'science', 'aerospace', 'astrophysics', 'astronautical']"
02ae0ff6c6c044e2b891b89157d5cf0e,"[27490, 18323, 18112, 27293, 18816]","['college', 'college-admissions', 'scholarships', 'financial-aid', 'grants']"
02ae3c6920ee4db7ab28dcbd14592f5a,[27490],['college']
02b38cdb06c849aaafb3c717779b297f,"[18443, 197, 18122, 12441, 21531]","['career-path', 'communications', 'public-relations', 'college-prep', 'requirements']"
02b3f73e9be5498d8084add7c5e64ec7,"[27333, 13653]","['job', 'virology']"
02b4d39bbc1d47f385b1614995c76456,"[22951, 27510, 2641, 18609, 19076, 19165, 23300, 18978]","['business-management', 'information-technology', 'computer-programming', 'project-management', 'office-administration', 'it-management', 'bilingual', 'system-administration']"
02b4da1dec564e8490f33f02bdd8ef30,"[27490, 18323, 20215]","['college', 'college-admissions', 'admissions']"
02b98e5669604497ad6d6ee77b414b3e,"[27292, 5873, 18719, 2225, 23128, 21994]","['business', 'business-idea', 'small-business', 'e-business', 'stock-trading', 'trading']"
02bb0b353a134b3ab6419f3363403e84,"[18217, 146, 13706]","['doctor', 'nurse', 'physicians-assistant']"
02bdb7101f904440af04c3c869136963,"[51, 18443, 22324]","['biology', 'career-path', 'the-future']"
02be666761b94635a5800ec6698087b1,[18238],['general']
02c8089e766a4a81a8857f1d6f503d49,[55],['engineer']
02ced82d7d3b4023a527453e143dcc85,"[18217, 21438]","['doctor', 'professor']"
02d2b78dff55441c9102d2e35165bcb8,"[27490, 31254, 31253]","['college', 'firstyear', 'movein']"
02d4681e49e24f609da194e02636afa8,"[27490, 21438, 2175, 27297, 19166]","['college', 'professor', 'students', 'professors', 'community']"
02d477d5f3764ac299d8741ed9952b3e,[333],['mechanical-engineering']
02d4ff95d2eb4bee881f6320a99dbc0b,"[18370, 18146, 27390, 18255, 202, 18042, 18244]","['law', 'police', 'criminal-justice', 'law-enforcement', 'criminal', 'lawyers', 'crime']"
02d9b281a7f545cd8f46ac4e5514e233,[36],['health']
02dac0fbf2804e9ab5e146a10178d26a,"[27490, 89, 187, 8441, 27393]","['college', 'medicine', 'jobs', 'undergraduate', 'anthropology']"
02de5618bc72438ebfa92dcbdb962970,"[29, 27286, 18547, 21539, 37592]","['teaching', 'teacher', 'education', 'art', 'artteacher']"
02e2d7965af5476cb9a67a56e9302ee9,"[89, 20227, 51, 18216, 13801, 13390, 31288]","['medicine', 'college-major', 'biology', 'school', 'dermatology', 'dermatologist', 'medicalfield']"
02e3a01244ee4d4d932ce6221945d3ff,[3967],['student']
02e3a794cf044a0bbf7f4bf67d5c4d3f,"[27292, 18120]","['business', 'investment']"
02e3cefe28d4405bb35265a78267870e,"[18360, 10113, 19444, 22255]","['psychology', 'school-psychology', 'languages', 'foreign']"
02e796763fde4172bc919190e8649f13,"[18073, 25565]","['technology', 'latino-students']"
